timestep,relay_id,x,y,z
1,leo_1,0.0,8000.0,550000.0
2,leo_1,2.7785495971103082,7998.332870241734,550000.0
3,leo_1,5.5570991942206165,7996.665740483468,550000.0
4,leo_1,8.335648791330925,7994.998610725202,550000.0
5,leo_1,11.114198388441233,7993.3314809669355,550000.0
6,leo_1,13.892747985551543,7991.664351208669,550000.0
7,leo_1,16.67129758266185,7989.997221450403,550000.0
8,leo_1,19.44984717977216,7988.330091692137,550000.0
9,leo_1,22.228396776882466,7986.662961933871,550000.0
10,leo_1,25.006946373992776,7984.995832175604,550000.0
11,leo_1,27.785495971103085,7983.328702417338,550000.0
12,leo_1,30.564045568213395,7981.661572659072,550000.0
13,leo_1,33.3425951653237,7979.994442900806,550000.0
14,leo_1,36.121144762434014,7978.327313142539,550000.0
15,leo_1,38.89969435954432,7976.660183384273,550000.0
16,leo_1,41.678243956654626,7974.993053626007,550000.0
17,leo_1,44.45679355376493,7973.325923867741,550000.0
18,leo_1,47.235343150875245,7971.658794109475,550000.0
19,leo_1,50.01389274798555,7969.991664351209,550000.0
20,leo_1,52.79244234509586,7968.324534592943,550000.0
21,leo_1,55.57099194220617,7966.6574048346765,550000.0
22,leo_1,58.349541539316476,7964.99027507641,550000.0
23,leo_1,61.12809113642679,7963.323145318144,550000.0
24,leo_1,63.906640733537095,7961.656015559878,550000.0
25,leo_1,66.6851903306474,7959.988885801611,550000.0
26,leo_1,69.46373992775771,7958.321756043345,550000.0
27,leo_1,72.24228952486803,7956.654626285079,550000.0
28,leo_1,75.02083912197833,7954.987496526813,550000.0
29,leo_1,77.79938871908864,7953.320366768547,550000.0
30,leo_1,80.57793831619895,7951.6532370102805,550000.0
31,leo_1,83.35648791330925,7949.986107252014,550000.0
32,leo_1,86.13503751041956,7948.318977493748,550000.0
33,leo_1,88.91358710752986,7946.651847735482,550000.0
34,leo_1,91.69213670464018,7944.984717977216,550000.0
35,leo_1,94.47068630175049,7943.31758821895,550000.0
36,leo_1,97.24923589886079,7941.650458460684,550000.0
37,leo_1,100.0277854959711,7939.983328702418,550000.0
38,leo_1,102.80633509308142,7938.316198944151,550000.0
39,leo_1,105.58488469019171,7936.649069185885,550000.0
40,leo_1,108.36343428730203,7934.981939427619,550000.0
41,leo_1,111.14198388441234,7933.314809669353,550000.0
42,leo_1,113.92053348152265,7931.647679911086,550000.0
43,leo_1,116.69908307863295,7929.98055015282,550000.0
44,leo_1,119.47763267574325,7928.313420394554,550000.0
45,leo_1,122.25618227285358,7926.646290636288,550000.0
46,leo_1,125.03473186996388,7924.9791608780215,550000.0
47,leo_1,127.81328146707419,7923.312031119755,550000.0
48,leo_1,130.59183106418448,7921.644901361489,550000.0
49,leo_1,133.3703806612948,7919.977771603223,550000.0
50,leo_1,136.1489302584051,7918.310641844957,550000.0
51,leo_1,138.92747985551543,7916.643512086691,550000.0
52,leo_1,141.70602945262573,7914.976382328425,550000.0
53,leo_1,144.48457904973606,7913.309252570159,550000.0
54,leo_1,147.26312864684635,7911.6421228118925,550000.0
55,leo_1,150.04167824395665,7909.974993053626,550000.0
56,leo_1,152.82022784106695,7908.30786329536,550000.0
57,leo_1,155.59877743817728,7906.640733537093,550000.0
58,leo_1,158.37732703528755,7904.973603778827,550000.0
59,leo_1,161.1558766323979,7903.306474020561,550000.0
60,leo_1,163.9344262295082,7901.639344262295,550000.0
61,leo_1,166.7129758266185,7899.972214504029,550000.0
62,leo_1,169.4915254237288,7898.3050847457625,550000.0
63,leo_1,172.27007502083913,7896.637954987496,550000.0
64,leo_1,175.04862461794943,7894.97082522923,550000.0
65,leo_1,177.82717421505973,7893.303695470964,550000.0
66,leo_1,180.60572381217005,7891.636565712698,550000.0
67,leo_1,183.38427340928035,7889.969435954432,550000.0
68,leo_1,186.16282300639068,7888.302306196166,550000.0
69,leo_1,188.94137260350098,7886.6351764379,550000.0
70,leo_1,191.71992220061128,7884.9680466796335,550000.0
71,leo_1,194.49847179772158,7883.300916921367,550000.0
72,leo_1,197.27702139483188,7881.633787163101,550000.0
73,leo_1,200.0555709919422,7879.966657404835,550000.0
74,leo_1,202.83412058905253,7878.299527646568,550000.0
75,leo_1,205.61267018616283,7876.632397888302,550000.0
76,leo_1,208.39121978327313,7874.965268130036,550000.0
77,leo_1,211.16976938038343,7873.29813837177,550000.0
78,leo_1,213.94831897749376,7871.631008613504,550000.0
79,leo_1,216.72686857460405,7869.963878855237,550000.0
80,leo_1,219.50541817171435,7868.296749096971,550000.0
81,leo_1,222.28396776882468,7866.629619338705,550000.0
82,leo_1,225.062517365935,7864.962489580439,550000.0
83,leo_1,227.8410669630453,7863.295359822173,550000.0
84,leo_1,230.6196165601556,7861.628230063907,550000.0
85,leo_1,233.3981661572659,7859.961100305641,550000.0
86,leo_1,236.1767157543762,7858.293970547375,550000.0
87,leo_1,238.9552653514865,7856.626840789108,550000.0
88,leo_1,241.73381494859683,7854.959711030842,550000.0
89,leo_1,244.51236454570716,7853.292581272575,550000.0
90,leo_1,247.29091414281746,7851.625451514309,550000.0
91,leo_1,250.06946373992776,7849.958321756043,550000.0
92,leo_1,252.84801333703805,7848.291191997777,550000.0
93,leo_1,255.62656293414838,7846.624062239511,550000.0
94,leo_1,258.4051125312587,7844.956932481245,550000.0
95,leo_1,261.18366212836895,7843.2898027229785,550000.0
96,leo_1,263.9622117254793,7841.622672964712,550000.0
97,leo_1,266.7407613225896,7839.955543206446,550000.0
98,leo_1,269.51931091969993,7838.28841344818,550000.0
99,leo_1,272.2978605168102,7836.621283689914,550000.0
100,leo_1,275.07641011392053,7834.954153931648,550000.0
101,leo_1,277.85495971103086,7833.287024173382,550000.0
102,leo_1,280.63350930814113,7831.619894415116,550000.0
103,leo_1,283.41205890525146,7829.9527646568495,550000.0
104,leo_1,286.1906085023618,7828.285634898583,550000.0
105,leo_1,288.9691580994721,7826.618505140317,550000.0
106,leo_1,291.7477076965824,7824.95137538205,550000.0
107,leo_1,294.5262572936927,7823.284245623784,550000.0
108,leo_1,297.304806890803,7821.617115865518,550000.0
109,leo_1,300.0833564879133,7819.949986107252,550000.0
110,leo_1,302.86190608502363,7818.282856348986,550000.0
111,leo_1,305.6404556821339,7816.6157265907195,550000.0
112,leo_1,308.41900527924423,7814.948596832453,550000.0
113,leo_1,311.19755487635456,7813.281467074187,550000.0
114,leo_1,313.97610447346483,7811.614337315921,550000.0
115,leo_1,316.7546540705751,7809.947207557655,550000.0
116,leo_1,319.5332036676855,7808.280077799389,550000.0
117,leo_1,322.3117532647958,7806.612948041123,550000.0
118,leo_1,325.0903028619061,7804.945818282857,550000.0
119,leo_1,327.8688524590164,7803.2786885245905,550000.0
120,leo_1,330.6474020561267,7801.611558766324,550000.0
121,leo_1,333.425951653237,7799.944429008057,550000.0
122,leo_1,336.2045012503473,7798.277299249791,550000.0
123,leo_1,338.9830508474576,7796.610169491525,550000.0
124,leo_1,341.761600444568,7794.943039733259,550000.0
125,leo_1,344.54015004167826,7793.275909974993,550000.0
126,leo_1,347.3186996387886,7791.608780216727,550000.0
127,leo_1,350.09724923589886,7789.941650458461,550000.0
128,leo_1,352.8757988330092,7788.274520700194,550000.0
129,leo_1,355.65434843011946,7786.607390941928,550000.0
130,leo_1,358.4328980272298,7784.940261183662,550000.0
131,leo_1,361.2114476243401,7783.273131425396,550000.0
132,leo_1,363.9899972214504,7781.60600166713,550000.0
133,leo_1,366.7685468185607,7779.938871908864,550000.0
134,leo_1,369.547096415671,7778.271742150598,550000.0
135,leo_1,372.32564601278136,7776.604612392332,550000.0
136,leo_1,375.10419560989163,7774.937482634065,550000.0
137,leo_1,377.88274520700196,7773.270352875799,550000.0
138,leo_1,380.6612948041123,7771.603223117532,550000.0
139,leo_1,383.43984440122256,7769.936093359266,550000.0
140,leo_1,386.2183939983329,7768.268963601,550000.0
141,leo_1,388.99694359544316,7766.601833842734,550000.0
142,leo_1,391.7754931925535,7764.934704084468,550000.0
143,leo_1,394.55404278966375,7763.267574326202,550000.0
144,leo_1,397.33259238677414,7761.6004445679355,550000.0
145,leo_1,400.1111419838844,7759.933314809669,550000.0
146,leo_1,402.88969158099474,7758.266185051403,550000.0
147,leo_1,405.66824117810506,7756.599055293137,550000.0
148,leo_1,408.44679077521533,7754.931925534871,550000.0
149,leo_1,411.22534037232566,7753.264795776605,550000.0
150,leo_1,414.00388996943593,7751.597666018339,550000.0
151,leo_1,416.78243956654626,7749.930536260073,550000.0
152,leo_1,419.56098916365653,7748.2634065018065,550000.0
153,leo_1,422.33953876076686,7746.596276743539,550000.0
154,leo_1,425.11808835787724,7744.929146985273,550000.0
155,leo_1,427.8966379549875,7743.262017227007,550000.0
156,leo_1,430.67518755209784,7741.594887468741,550000.0
157,leo_1,433.4537371492081,7739.927757710475,550000.0
158,leo_1,436.23228674631844,7738.260627952209,550000.0
159,leo_1,439.0108363434287,7736.593498193943,550000.0
160,leo_1,441.78938594053903,7734.9263684356765,550000.0
161,leo_1,444.56793553764936,7733.25923867741,550000.0
162,leo_1,447.34648513475963,7731.592108919144,550000.0
163,leo_1,450.12503473187,7729.924979160878,550000.0
164,leo_1,452.90358432898023,7728.257849402612,550000.0
165,leo_1,455.6821339260906,7726.590719644346,550000.0
166,leo_1,458.4606835232009,7724.92358988608,550000.0
167,leo_1,461.2392331203112,7723.256460127814,550000.0
168,leo_1,464.0177827174215,7721.5893303695475,550000.0
169,leo_1,466.7963323145318,7719.922200611281,550000.0
170,leo_1,469.57488191164214,7718.255070853014,550000.0
171,leo_1,472.3534315087524,7716.587941094748,550000.0
172,leo_1,475.13198110586274,7714.920811336482,550000.0
173,leo_1,477.910530702973,7713.253681578216,550000.0
174,leo_1,480.6890803000834,7711.58655181995,550000.0
175,leo_1,483.46762989719366,7709.919422061684,550000.0
176,leo_1,486.246179494304,7708.252292303418,550000.0
177,leo_1,489.0247290914143,7706.585162545151,550000.0
178,leo_1,491.8032786885246,7704.918032786885,550000.0
179,leo_1,494.5818282856349,7703.250903028619,550000.0
180,leo_1,497.3603778827452,7701.583773270353,550000.0
181,leo_1,500.1389274798555,7699.916643512087,550000.0
182,leo_1,502.9174770769658,7698.249513753821,550000.0
183,leo_1,505.6960266740761,7696.582383995555,550000.0
184,leo_1,508.4745762711865,7694.9152542372885,550000.0
185,leo_1,511.25312586829676,7693.2481244790215,550000.0
186,leo_1,514.031675465407,7691.580994720755,550000.0
187,leo_1,516.8102250625174,7689.913864962489,550000.0
188,leo_1,519.5887746596277,7688.246735204223,550000.0
189,leo_1,522.3673242567379,7686.579605445957,550000.0
190,leo_1,525.1458738538483,7684.912475687691,550000.0
191,leo_1,527.9244234509586,7683.245345929425,550000.0
192,leo_1,530.7029730480689,7681.578216171159,550000.0
193,leo_1,533.4815226451792,7679.9110864128925,550000.0
194,leo_1,536.2600722422895,7678.243956654626,550000.0
195,leo_1,539.0386218393999,7676.57682689636,550000.0
196,leo_1,541.8171714365101,7674.909697138094,550000.0
197,leo_1,544.5957210336204,7673.242567379828,550000.0
198,leo_1,547.3742706307307,7671.575437621562,550000.0
199,leo_1,550.1528202278411,7669.908307863296,550000.0
200,leo_1,552.9313698249514,7668.24117810503,550000.0
201,leo_1,555.7099194220617,7666.574048346763,550000.0
202,leo_1,558.488469019172,7664.906918588496,550000.0
203,leo_1,561.2670186162823,7663.23978883023,550000.0
204,leo_1,564.0455682133926,7661.572659071964,550000.0
205,leo_1,566.8241178105029,7659.905529313698,550000.0
206,leo_1,569.6026674076132,7658.238399555432,550000.0
207,leo_1,572.3812170047236,7656.571269797166,550000.0
208,leo_1,575.1597666018338,7654.9041400389,550000.0
209,leo_1,577.9383161989442,7653.2370102806335,550000.0
210,leo_1,580.7168657960544,7651.569880522367,550000.0
211,leo_1,583.4954153931648,7649.902750764101,550000.0
212,leo_1,586.2739649902751,7648.235621005835,550000.0
213,leo_1,589.0525145873854,7646.568491247569,550000.0
214,leo_1,591.8310641844956,7644.901361489303,550000.0
215,leo_1,594.609613781606,7643.234231731037,550000.0
216,leo_1,597.3881633787163,7641.567101972771,550000.0
217,leo_1,600.1667129758266,7639.899972214504,550000.0
218,leo_1,602.9452625729369,7638.232842456237,550000.0
219,leo_1,605.7238121700473,7636.565712697971,550000.0
220,leo_1,608.5023617671576,7634.898582939705,550000.0
221,leo_1,611.2809113642678,7633.231453181439,550000.0
222,leo_1,614.0594609613781,7631.564323423173,550000.0
223,leo_1,616.8380105584885,7629.897193664907,550000.0
224,leo_1,619.6165601555988,7628.230063906641,550000.0
225,leo_1,622.3951097527091,7626.562934148375,550000.0
226,leo_1,625.1736593498194,7624.895804390108,550000.0
227,leo_1,627.9522089469297,7623.228674631842,550000.0
228,leo_1,630.73075854404,7621.561544873576,550000.0
229,leo_1,633.5093081411502,7619.89441511531,550000.0
230,leo_1,636.2878577382606,7618.227285357044,550000.0
231,leo_1,639.066407335371,7616.560155598778,550000.0
232,leo_1,641.8449569324812,7614.893025840512,550000.0
233,leo_1,644.6235065295916,7613.225896082245,550000.0
234,leo_1,647.4020561267018,7611.5587663239785,550000.0
235,leo_1,650.1806057238122,7609.891636565712,550000.0
236,leo_1,652.9591553209224,7608.224506807446,550000.0
237,leo_1,655.7377049180328,7606.55737704918,550000.0
238,leo_1,658.5162545151431,7604.890247290914,550000.0
239,leo_1,661.2948041122534,7603.223117532648,550000.0
240,leo_1,664.0733537093638,7601.555987774382,550000.0
241,leo_1,666.851903306474,7599.888858016116,550000.0
242,leo_1,669.6304529035843,7598.2217282578495,550000.0
243,leo_1,672.4090025006946,7596.554598499583,550000.0
244,leo_1,675.187552097805,7594.887468741317,550000.0
245,leo_1,677.9661016949152,7593.220338983051,550000.0
246,leo_1,680.7446512920255,7591.553209224785,550000.0
247,leo_1,683.523200889136,7589.886079466519,550000.0
248,leo_1,686.3017504862462,7588.218949708253,550000.0
249,leo_1,689.0803000833565,7586.551819949986,550000.0
250,leo_1,691.8588496804667,7584.88469019172,550000.0
251,leo_1,694.6373992775772,7583.217560433453,550000.0
252,leo_1,697.4159488746874,7581.550430675187,550000.0
253,leo_1,700.1944984717977,7579.883300916921,550000.0
254,leo_1,702.973048068908,7578.216171158655,550000.0
255,leo_1,705.7515976660184,7576.549041400389,550000.0
256,leo_1,708.5301472631286,7574.881911642123,550000.0
257,leo_1,711.3086968602389,7573.214781883857,550000.0
258,leo_1,714.0872464573494,7571.5476521255905,550000.0
259,leo_1,716.8657960544596,7569.880522367324,550000.0
260,leo_1,719.6443456515699,7568.213392609058,550000.0
261,leo_1,722.4228952486802,7566.546262850792,550000.0
262,leo_1,725.2014448457905,7564.879133092526,550000.0
263,leo_1,727.9799944429008,7563.21200333426,550000.0
264,leo_1,730.7585440400111,7561.544873575994,550000.0
265,leo_1,733.5370936371214,7559.877743817727,550000.0
266,leo_1,736.3156432342317,7558.210614059461,550000.0
267,leo_1,739.094192831342,7556.543484301194,550000.0
268,leo_1,741.8727424284524,7554.876354542928,550000.0
269,leo_1,744.6512920255627,7553.209224784662,550000.0
270,leo_1,747.4298416226729,7551.542095026396,550000.0
271,leo_1,750.2083912197833,7549.87496526813,550000.0
272,leo_1,752.9869408168936,7548.207835509864,550000.0
273,leo_1,755.7654904140039,7546.540705751598,550000.0
274,leo_1,758.5440400111141,7544.8735759933315,550000.0
275,leo_1,761.3225896082246,7543.206446235065,550000.0
276,leo_1,764.1011392053348,7541.539316476799,550000.0
277,leo_1,766.8796888024451,7539.872186718533,550000.0
278,leo_1,769.6582383995553,7538.205056960267,550000.0
279,leo_1,772.4367879966658,7536.537927202001,550000.0
280,leo_1,775.2153375937761,7534.870797443735,550000.0
281,leo_1,777.9938871908863,7533.203667685468,550000.0
282,leo_1,780.7724367879966,7531.5365379272025,550000.0
283,leo_1,783.550986385107,7529.8694081689355,550000.0
284,leo_1,786.3295359822173,7528.202278410669,550000.0
