strategy,num_users,num_relays,mobility,time_horizon,iterations,total_utility,avg_delay,total_energy,fairness,prediction_error
stackelberg,20,9,1.0,1,2,1054.0643003005728,9.567371760686857,16.347435213737143,0.7473780602481188,2.662640018324415
stackelberg,20,9,1.0,1,2,1041.1828221943942,9.563259098260605,16.26518196521208,0.7441130161601937,2.9507452694139706
stackelberg,20,9,1.0,1,2,1062.4755798783196,8.822654533996815,16.453090679936285,0.7357928174047467,1.6963171393449605
stackelberg,20,9,1.0,1,2,1082.6288748080256,8.818157981045093,16.363159620901875,0.7344602449050878,2.1995156914823975
stackelberg,20,9,1.0,1,2,1094.477683568206,9.5519863080963,16.039726161925945,0.7459929880283134,2.1807017033257035
stackelberg,20,9,1.0,1,2,1064.6116702329366,8.809903619481403,16.198072389628074,0.7237245420593161,1.897740941681299
stackelberg,20,9,1.0,1,2,1098.1335120741014,8.843160688495674,16.863213769913468,0.7387974739757766,2.5185701263032145
stackelberg,20,9,1.0,1,2,1089.667373055942,8.803171607242911,16.06343214485823,0.7274620596920902,3.5147506976810674
stackelberg,20,9,1.0,1,2,1099.150679662937,8.800501061372241,16.010021227444817,0.7333138853606042,2.7606274553251304
stackelberg,20,9,1.0,1,2,1090.2326308064814,8.798234970648831,15.964699412976612,0.7329687806779808,2.980606392399234
stackelberg,20,9,1.0,1,2,1114.1973362197016,8.803433570917353,16.068671418347076,0.7355932991768808,1.9973021904108017
stackelberg,20,9,1.0,1,2,1111.8914521994475,8.794617931326416,15.892358626528278,0.7329574805646073,2.704583005500685
stackelberg,20,9,1.0,1,2,1109.5779196195078,8.79316724545142,15.863344909028394,0.7380544766736161,2.4281747118857413
stackelberg,20,9,1.0,1,2,1119.944533160699,8.791918214421662,15.838364288433267,0.7449868272298251,2.8739261456242042
stackelberg,20,9,1.0,1,2,1128.6966033514868,9.528175491628348,15.56350983256694,0.7521620228269227,2.5650020638586573
stackelberg,20,9,1.0,1,5,1126.3149435546432,8.789978969364345,15.799579387286888,0.7418049042199424,2.7437946129410666
stackelberg,20,9,1.0,1,2,1125.807285807474,9.524850098312974,15.497001966259546,0.747186141930907,2.7754910411652824
stackelberg,20,9,1.0,1,2,1121.8241464588439,9.52344493710719,15.468898742143809,0.7482081248010526,2.948135145044879
stackelberg,20,9,1.0,1,2,1137.8761293931823,9.521717227611342,15.434344552226829,0.7512701968812403,2.0123749850724364
stackelberg,20,9,1.0,1,2,1119.8883994502166,9.547220025143579,15.944400502871588,0.7382282243113266,2.1517706145736692
stackelberg,20,9,1.0,1,2,1166.8680058062687,9.518203120995082,15.364062419901666,0.7512618190279106,2.1358162097271736
stackelberg,20,9,1.0,1,2,1148.5224385736842,9.516656495801584,15.333129916031675,0.7239673096624244,3.1285112858820483
stackelberg,20,9,1.0,1,2,1157.8095477168438,9.515249223639424,15.304984472788506,0.7283244390273955,2.478565192817229
stackelberg,20,9,1.0,1,2,1160.1242493539535,9.513986005214717,15.279720104294325,0.7338825809430747,2.8651813442180876
stackelberg,20,9,1.0,1,3,1167.4246240854081,9.542549818100742,15.850996362014852,0.726262836045487,1.8571758202324324
stackelberg,20,9,1.0,1,2,1139.5705541201994,9.511914918488475,15.2382983697695,0.7079566523680197,2.4409305645733843
stackelberg,20,9,1.0,1,2,1179.299091477966,9.511130991594834,15.22261983189667,0.7182997958754607,2.4754483335029787
stackelberg,20,9,1.0,1,2,1150.9070193658808,9.510536494043208,15.210729880864184,0.7186832827585294,2.178693448111304
stackelberg,20,9,1.0,1,2,1168.094272424923,9.510154589312453,15.203091786249075,0.693250660237994,2.9501237137579475
stackelberg,20,9,1.0,1,2,1181.5412683171032,9.510004209170987,15.20008418341975,0.6908687130272075,2.0737953085545477
stackelberg,20,9,1.0,1,2,1160.6535304559523,9.510106543851245,15.202130877024915,0.6919621285358893,2.5896279180811117
stackelberg,20,9,1.0,1,2,1194.4944969375579,9.510471493136574,15.209429862731517,0.6897867579818656,2.4141373200193086
stackelberg,20,9,1.0,1,2,1177.486868976302,9.511103745860709,15.222074917214204,0.6775190921125414,2.649187424277249
stackelberg,20,9,1.0,1,2,1191.9664038728235,9.512009081403681,15.24018162807363,0.6758099768718564,2.8269079586579795
stackelberg,20,9,1.0,1,2,1182.9200275164335,8.7732152529295,15.464305058589984,0.6739379014585225,3.2898179361652646
stackelberg,20,9,1.0,1,2,1171.0620582761721,8.773797000724281,15.475940014485603,0.6571741126738624,2.3266038340782815
stackelberg,20,9,1.0,1,2,1177.0415361745013,8.774781709656631,15.495634193132618,0.6647164882477485,2.4037410284225755
stackelberg,20,9,1.0,1,2,1182.215847594448,8.77623894650636,15.524778930127223,0.680407956592294,2.3902420740321744
stackelberg,20,9,1.0,1,3,1184.596800610351,9.556514126668667,16.13028253337334,0.6650129616171918,3.063254800735221
stackelberg,20,9,1.0,1,2,1154.509924360205,8.78039013353914,15.607802670782773,0.6554270900731942,3.328632668107077
stackelberg,20,9,1.0,1,2,1153.8787911762995,8.782878668045146,15.65757336090295,0.6561419399578572,1.7302656498092268
stackelberg,20,9,1.0,1,2,1127.0162977387608,8.785538824860065,15.710776497201282,0.6629270659940654,1.7666825512975948
stackelberg,20,9,1.0,1,2,1137.1605624047988,8.788331069497824,15.766621389956466,0.6569011019125494,2.7144455705604797
stackelberg,20,9,1.0,1,3,1127.2224957692881,8.809348674222933,16.18697348445867,0.6381039682274764,3.0838013885238347
stackelberg,20,9,1.0,1,2,1123.240793620464,8.794248919380074,15.884978387601459,0.6708556681054634,2.3510095684048027
stackelberg,20,9,1.0,1,2,1136.0526339409234,8.797371757626209,15.947435152524182,0.6719336128783592,2.79392688807176
stackelberg,20,9,1.0,1,2,1114.194665181089,8.817532619488121,16.3506523897624,0.658750754387897,2.097167759549694
stackelberg,20,9,1.0,1,6,1092.745678962809,8.852167233578452,17.04334467156906,0.6393770265939233,2.032457361683309
stackelberg,20,9,1.0,1,3,1106.4211320677944,10.299758992533713,15.995179850674226,0.6640347384688138,2.2373079575311885
stackelberg,20,9,1.0,1,2,1078.0894638511343,8.828208616728983,16.56417233457964,0.6566401264250304,2.3939035342004873
stackelberg,20,9,1.0,1,2,1095.184697442897,9.560602237476933,16.212044749538677,0.6747982916274557,2.8074941155622484
stackelberg,20,9,1.0,1,15,1068.8498322171936,10.456064871970899,19.12129743941796,0.6374961657822489,2.309889734944318
stackelberg,20,9,1.0,1,2,1102.518038319128,9.617044566707794,17.34089133415583,0.6597754479949404,2.406698400574629
stackelberg,20,9,1.0,1,2,1097.1921344767966,10.325178972942037,16.503579458840775,0.6511803819786018,2.4367937120458363
stackelberg,20,9,1.0,1,2,1077.6952307553172,9.606583346308955,17.131666926179122,0.645398254060474,1.9540755436109563
stackelberg,20,9,1.0,1,2,1111.9770589179573,10.345085704216494,16.901714084329843,0.6558783295834423,2.6281456382420654
stackelberg,20,9,1.0,1,2,1096.5915446461568,9.619728096749295,17.394561934985852,0.6592439945477658,2.683443904911324
stackelberg,20,9,1.0,1,3,1072.7663655976369,9.624263019108664,17.4852603821733,0.6411252824065643,1.2987065829916813
stackelberg,20,9,1.0,1,3,1096.2463820735215,9.61503493768253,17.30069875365059,0.6391249451834667,2.585590611038624
stackelberg,20,9,1.0,1,2,1107.2757913743194,10.359944459615997,17.198889192319967,0.662501504409006,2.543491102097758
stackelberg,20,9,1.0,1,2,1114.870348992241,11.083093252177997,16.661865043559956,0.6753539700396854,2.168369213774887
stackelberg,20,9,1.0,1,2,1114.9332229801785,11.084393940441876,16.687878808837528,0.6679536181370677,2.3219605269127923
stackelberg,20,9,1.0,1,4,1083.2109523239726,10.354199175228123,17.083983504562486,0.6475428737505345,1.5886917788142103
stackelberg,20,9,1.0,1,2,1108.9497721371495,11.08480211091579,16.696042218315824,0.6661678292026997,2.3657416683828814
stackelberg,20,9,1.0,1,3,1083.9445824865647,11.08777908425193,16.75558168503858,0.6693420245208453,2.459064030142636
stackelberg,20,9,1.0,1,3,1090.7576526684393,11.094895274600187,16.897905492003726,0.665251765084362,2.781579233195016
stackelberg,20,9,1.0,1,2,1131.31072603092,11.84478147639916,16.895629527983218,0.6771151941137238,3.254978352030345
stackelberg,20,9,1.0,1,2,1066.6974783934888,11.09398535286124,16.879707057224813,0.6635859693298354,2.435076676851792
stackelberg,20,9,1.0,1,2,1091.6108226827691,11.091317447742849,16.826348954856982,0.6747679372694435,3.2623824645486295
stackelberg,20,9,1.0,1,3,1065.0139626518505,10.377269300027317,17.54538600054633,0.6685631152029614,2.611355207310977
stackelberg,20,9,1.0,1,5,1087.6104634146748,11.101588288467346,17.03176576934695,0.6858121444063775,2.5655193326997665
stackelberg,20,9,1.0,1,2,1072.4578754418112,11.841034478084737,16.820689561694717,0.6723762727373465,2.822037665941058
stackelberg,20,9,1.0,1,2,1079.5560530176715,11.843276605149057,16.865532102981163,0.6764533628053604,2.3349174218015025
stackelberg,20,9,1.0,1,5,1067.5768349850778,11.109416681591638,17.1883336318328,0.6938668653502507,2.7988283769072533
stackelberg,20,9,1.0,1,2,1065.9654924477989,11.86242638773591,17.248527754718193,0.6968115258393947,2.662866090369169
stackelberg,20,9,1.0,1,3,1048.3205015734138,11.859611343410052,17.192226868201065,0.686442566729102,3.477855907759017
stackelberg,20,9,1.0,1,2,1064.129806129997,11.852941851722843,17.058837034456857,0.7075176476842683,3.8371177818094253
stackelberg,20,9,1.0,1,5,1012.289445744355,11.14597580761776,17.919516152355172,0.654801070155401,2.7118970709842474
stackelberg,20,9,1.0,1,5,1001.2113513998756,10.395177810684231,17.90355621368465,0.6876439320047605,1.46697772883506
stackelberg,20,9,1.0,1,2,1031.8611841597335,11.147473897981236,17.94947795962471,0.6921475044029115,2.877189731936576
stackelberg,20,9,1.0,1,2,1026.164665441856,11.143302630640708,17.866052612814133,0.6784873193528769,2.5980828519454215
stackelberg,20,9,1.0,1,2,1002.5189164607036,11.125157300527855,17.50314601055708,0.7184754470990361,2.5816589150228135
stackelberg,20,9,1.0,1,2,992.7622909888935,11.126333171564614,17.526663431292246,0.6920766566643778,1.3876496872020339
stackelberg,20,9,1.0,1,2,994.2461534573127,10.40348040439247,18.06960808784941,0.6766669315702549,2.2379066526282148
stackelberg,20,9,1.0,1,2,990.591304082526,9.70305524971882,19.061104994376393,0.672962967463575,3.1282280557967685
stackelberg,20,9,1.0,1,2,988.5303687207293,10.413046224942232,18.26092449884461,0.669161913464473,2.3344844431709277
stackelberg,20,9,1.0,1,4,984.1616267575329,10.458038426659343,19.160768533186868,0.6729812379421075,2.456849460205047
stackelberg,20,9,1.0,1,3,971.0581886524014,10.428978131456399,18.579562629127953,0.6885289147326125,2.7554967448593395
stackelberg,20,9,1.0,1,8,966.6907600502249,10.429443485497472,18.588869709949435,0.6835292094311818,3.1692699046734125
stackelberg,20,9,1.0,1,2,978.5902372421218,9.691966606572516,18.83933213145033,0.7066102895731936,3.8648127338748353
stackelberg,20,9,1.0,1,2,985.2332253144034,9.692182669576383,18.843653391527674,0.71330961188914,2.8038689881584786
stackelberg,20,9,1.0,1,2,965.9055002809037,9.694673743088224,18.893474861764453,0.7023776052402008,2.5712354144537226
stackelberg,20,9,1.0,1,4,960.7220389874288,9.696516914022256,18.930338280445106,0.6838977138616027,2.35334202993623
stackelberg,20,9,1.0,1,2,934.0381435000587,8.983857043018384,19.677140860367675,0.6798304742256435,2.7933211430021476
stackelberg,20,9,1.0,1,4,948.4538824013957,9.708722045575913,19.174440911518253,0.6931932235996824,2.3628928738570254
stackelberg,20,9,1.0,1,2,955.7051695246862,9.698547759482652,18.97095518965303,0.6988561878493451,2.495319373897492
stackelberg,20,9,1.0,1,2,915.4082285486578,8.959094886886012,19.18189773772028,0.6567244505215722,2.4374924354496117
stackelberg,20,9,1.0,1,4,942.267541329533,9.703468335333548,19.06936670667097,0.6699055953371506,2.7713700874873974
stackelberg,20,9,1.0,1,2,930.123128817803,8.96977756631041,19.395551326208203,0.6692753360352622,2.169234052561563
stackelberg,20,9,1.0,1,2,944.2076039187264,8.96717587570102,19.34351751402041,0.673092786817322,2.682111587823724
stackelberg,20,9,1.0,1,5,946.982718519538,9.705176685279131,19.103533705582645,0.671622663135572,2.44992686330403
stackelberg,20,9,1.0,1,4,942.4231571227534,9.706719068152067,19.134381363041324,0.7051588853061523,2.7357638258130192
stackelberg,20,9,1.0,1,5,928.8852188642264,9.70382370032044,19.076474006408812,0.6996258012258819,3.17309853899637
stackelberg,20,9,1.0,1,2,966.8400231789248,9.666280329400822,18.32560658801643,0.7144820339485211,2.8953097009010422
stackelberg,20,9,1.0,1,2,958.5869417757921,8.921360306892208,18.427206137844138,0.6873334896130254,2.5097659119327753
stackelberg,20,9,1.0,1,2,934.22518811339,8.92009922410712,18.401984482142424,0.6995645499238232,2.132022842434413
stackelberg,20,9,1.0,1,2,929.6024758641082,8.927143120897496,18.542862417949923,0.6795579529411043,2.4926030689063303
stackelberg,20,9,1.0,1,2,935.006981300495,8.958627666371534,19.172553327430702,0.6911988168815222,2.67760961932213
stackelberg,20,9,1.0,1,2,923.5259769225871,8.928610308891933,18.572206177838698,0.686410419567426,2.1703802253774405
stackelberg,20,9,1.0,1,2,948.4367671340857,8.914056433421088,18.281128668421758,0.6927048595016134,2.3935758675295014
stackelberg,20,9,1.0,1,2,952.5778138938276,8.935026528283164,18.700530565663303,0.67958808999842,2.3748114435469976
stackelberg,20,9,1.0,1,2,966.3818971397106,8.913094211329613,18.261884226592233,0.7047456470594952,2.225988600589693
stackelberg,20,9,1.0,1,2,929.4526690524401,8.916689552494526,18.333791049890507,0.7026116109262938,1.7969698651534323
stackelberg,20,9,1.0,1,2,944.740914422425,8.934034295943437,18.680685918868758,0.7033459438796569,2.1936551346265274
